barcode,product_name,editeur,supplier_name,total_qty_invoiced,list_price
9782130441601,TRAVERSER SAINTE-ANNE,PUF,Union Distribution (UD),1.00,16.23
9782130592945,"CROIRE ET SAVOIR - PENSER LE POLITIQUE, LE MORAL ET LE RELIGIEUX",PUF,Union Distribution (UD),1.00,17
9782130631040,LA PENSEE ARABE,PUF,Union Distribution (UD),1.00,11
9782130651710,LA FLAMME D'UNE CHANDELLE,PUF,Union Distribution (UD),1.00,9.5
9782130794493,LA SOUMISSION LIBREMENT CONSENTIE,PUF,Union Distribution (UD),1.00,18.5
9782130812524,LES METHODES EN SOCIOLOGIE,QUE SAIS JE,Union Distribution (UD),1.00,10
9782130814160,LA POETIQUE DE L'ESPACE - EDITION ETABLIE PAR GILLES HIERONIMUS,PUF,Union Distribution (UD),5.00,13
9782130814306,LE RATIONALISME APPLIQUE - EDITION ETABLIE PAR MICHEL-ELIE MARTIN,PUF,Union Distribution (UD),1.00,18
9782130824909,LA LOI NATURELLE ET LES DROITS DE L'HOMME,PUF,Union Distribution (UD),1.00,12
9782130829201,CEDER N'EST PAS CONSENTIR - UNE APPROCHE CLINIQUE ET POLITIQUE DU CONSENTEMENT,PUF,Union Distribution (UD),1.00,17
9782130829454,HISTOIRE DE LA PENSEE ECOLOGIQUE,PUF,Union Distribution (UD),1.00,17.90
9782130829836,DROIT INSTITUTIONNEL DE L'UNION EUROPEENNE,PUF,Union Distribution (UD),1.00,22
9782130837930,DISCRIMINATIONS - POURQUOI SONT-ELLES UN DEFI MAJEUR DES SOCIETES DEMOCRATIQUES ET COMMENT LES COMBA,PUF,Union Distribution (UD),1.00,19
9782130838241,UN SENS A LA VIE - ENQUETE PHILOSOPHIQUE SUR L'ESSENTIEL,PUF,Union Distribution (UD),1.00,17
9782130844877,CE QUE VOISINER VEUT DIRE - UNE GRANDE ENQUETE SUR LES LIENS SOCIAUX DE PROXIMITE,PUF,Union Distribution (UD),1.00,24
9782130847526,"METAPHYSIQUE DE L'ANTHROPOCENE, 2 - RAISON ET DESTRUCTION",PUF,Union Distribution (UD),1.00,25
9782130849131,FACE A L'OBSCURANTISME WOKE,PUF,Union Distribution (UD),5.00,22
9782130853329,LE FEMINISME EN HERITAGE - INCIDENCES INTIMES ET TRANSMISSION FAMILIALE D'UNE LUTTE POLITIQUE,PUF,Union Distribution (UD),1.00,23.90
9782130853916,DISTINCTIONS ALIMENTAIRES,PUF,Union Distribution (UD),1.00,19
9782130856184,L'AMOUR DE LA NATURE - POUR UNE ECOLOGIE SENSIBLE,PUF,Union Distribution (UD),1.00,15
9782130864714,DROIT DES OBLIGATIONS. TOME 2,PUF,Union Distribution (UD),1.00,37
9782130864738,LES GRANDS ARRETS DE LA COUR EUROPEENNE DES DROITS DE L'HOMME,PUF,Union Distribution (UD),1.00,51.5
9782130864769,DROIT EUROPEEN ET INTERNATIONAL DES DROITS DE L'HOMME,PUF,Union Distribution (UD),1.00,50
9782130868163,LA PENSEE MERSIVE - DE L'AMBIANCE A L'AFFINITE,PUF,Union Distribution (UD),2.00,19
9782130868477,"CES INVISIBLES QUI FONT LE CINEMA - EQUIPES, METIERS, MONDE PROFESSIONNEL",PUF,Union Distribution (UD),1.00,23
9782130868828,L'EDUCATION MORALE - PRESENTATION DE NICOLAS SEMBEL,PUF,Union Distribution (UD),1.00,18.90
9782130873006,MICROVOYAGE - LE PARADIS A DEUX PAS,PUF,Union Distribution (UD),1.00,17
9782130873181,542. LA FIN DE L'ANTIQUITE,PUF,Union Distribution (UD),2.00,16
9782130874287,LE FETICHISME DE LA VIANDE,PUF,Union Distribution (UD),1.00,17
9782130874669,LA SOCIETE OBLIGEE - ORIGINE ET FONDEMENTS DE LA CIVILITE,PUF,Union Distribution (UD),1.00,22
9782130874836,NAISSANCE DE L'INDIGENISME - LE MEXIQUE AU XXE SIECLE,PUF,Union Distribution (UD),1.00,24
9782130875901,HISTOIRE (DE)COLONIALE DE LA PHILOSOPHIE FRANCAISE - DE LA RENAISSANCE A NOS JOURS,PUF,Union Distribution (UD),2.00,23
9782130878124,LES SOLDATS ET L'ETAT DANS LE LIBAN EN GUERRE - 1975-1990,PUF,Union Distribution (UD),1.00,23.90
9782130879381,"ANTIFASCISME, HUMANISME ET ECOLOGIE",PUF,Union Distribution (UD),1.00,9
9782130879800,DE LA PERPETUELLE ETRANGETE DE LA BIBLE,PUF,Union Distribution (UD),8.00,15
9782130881384,LE CHEVALIER DE LORRAINE,PUF,Union Distribution (UD),1.00,25
9782130881445,GEOPOLITIQUE DU HEZBOLLAH,PUF,Union Distribution (UD),1.00,15
9782130882886,"LA TERRE, NOTRE MILIEU",PUF,Union Distribution (UD),1.00,9
9782130887683,"L'ESPRIT DE LA MODERNITE - HISTOIRE, INVENTAIRE, ACTUALITE",PUF,Union Distribution (UD),1.00,23.90
9782130887744,LA SOCIOLOGIE DE RAYMOND BOUDON,PUF,Union Distribution (UD),1.00,17
9782130889014,"MANAGER LA CRISE DE SECURITE - CONCEPTS, OUTILS, METHODE",PUF,Union Distribution (UD),1.00,22.00
9782140338670,"JEAN-NOEL HALLE - MEDECIN DES PAUVRES, DE NAPOLEON IER, DU ROI LOUIS XVIII ET DU FUTUR CHARLES X. PR",L'HARMATTAN,Harmattan,1.00,27
9782203001008,TINTIN - T01 - TINTIN AU PAYS DES SOVIETS,CASTERMAN,Union Distribution (UD),4.00,12.5
9782203001015,TINTIN - T02 - TINTIN AU CONGO,CASTERMAN,Union Distribution (UD),4.00,12.5
9782203001022,TINTIN - T03 - TINTIN EN AMERIQUE,CASTERMAN,Union Distribution (UD),3.00,12.5
9782203001039,TINTIN - T04 - LES CIGARES DU PHARAON,CASTERMAN,Union Distribution (UD),6.00,12.5
9782203001046,TINTIN - T05 - LE LOTUS BLEU,CASTERMAN,Union Distribution (UD),8.00,12.5
9782203001053,TINTIN - T06 - L'OREILLE CASSEE,CASTERMAN,Union Distribution (UD),2.00,12.5
9782203001060,TINTIN - T07 - L'ILE NOIRE,CASTERMAN,Union Distribution (UD),6.00,12.5
9782203001077,TINTIN - T08 - LE SCEPTRE D'OTTOKAR,CASTERMAN,Union Distribution (UD),3.00,12.5
9782203001084,TINTIN - T09 - LE CRABE AUX PINCES D'OR,CASTERMAN,Union Distribution (UD),6.00,12.5
9782203001091,TINTIN - T10 - L'ETOILE MYSTERIEUSE,CASTERMAN,Union Distribution (UD),6.00,12.5
9782203001107,TINTIN - T11 - LE SECRET DE LA LICORNE,CASTERMAN,Union Distribution (UD),7.00,12.5
9782203001114,TINTIN - T12 - LE TRESOR DE RACKHAM LE ROUGE,CASTERMAN,Union Distribution (UD),7.00,12.5
9782203001121,TINTIN - T13 - LES 7 BOULES DE CRISTAL,CASTERMAN,Union Distribution (UD),6.00,12.5
9782203001138,TINTIN - T14 - LE TEMPLE DU SOLEIL,CASTERMAN,Union Distribution (UD),6.00,12.5
9782203001145,TINTIN - T15 - TINTIN AU PAYS DE L'OR NOIR,CASTERMAN,Union Distribution (UD),3.00,12.5
9782203001152,TINTIN - T16 - OBJECTIF LUNE,CASTERMAN,Union Distribution (UD),6.00,12.5
9782203001169,TINTIN - T17 - ON A MARCHE SUR LA LUNE,CASTERMAN,Union Distribution (UD),5.00,12.5
9782203001176,TINTIN - T18 - L'AFFAIRE TOURNESOL,CASTERMAN,Union Distribution (UD),3.00,12.5
9782203001183,TINTIN - T19 - COKE EN STOCK,CASTERMAN,Union Distribution (UD),2.00,12.5
9782203001190,TINTIN - T20 - TINTIN AU TIBET,CASTERMAN,Union Distribution (UD),3.00,12.5
9782203001206,TINTIN - T21 - LES BIJOUX DE LA CASTAFIORE,CASTERMAN,Union Distribution (UD),3.00,12.5
9782203001213,TINTIN - T22 - VOL 714 POUR SYDNEY,CASTERMAN,Union Distribution (UD),7.00,12.5
9782203001237,TINTIN - T23 - TINTIN ET LES PICAROS,CASTERMAN,Union Distribution (UD),5.00,12.5
9782203001329,TINTIN - T24 - TINTIN ET L'ALPH-ART,CASTERMAN,Union Distribution (UD),5.00,12.5
9782203011205,JHEN - T11 - LA SERENISSIME,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203013681,MARTINE FAC-SIMILE - MARTINE PETITE MAMAN,CASTERMAN,Union Distribution (UD),1.00,6.25
9782203014732,LEFRANC - T20 - NOEL NOIR,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203016101,QUICK ET FLUPKE - T01 - QUICK ET FLUPKE - LNTEGRALE COULEURS,CASTERMAN,Union Distribution (UD),1.00,27
9782203016910,MAGASIN GENERAL - VOL04 - CONFESSIONS,CASTERMAN,Union Distribution (UD),1.00,16.95
9782203017191,L'INTEGRALE DES JURONS DU CAPITAINE HADDOCK - LE HADDOCK ILLUSTRE,CASTERMAN,Union Distribution (UD),1.00,17.5
9782203017252,ALIX - T32 - LA DERNIERE CONQUETE,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203017320,LEFRANC - T22 - LES ENFANTS DU BUNKER,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203017351,INDIA DREAMS - VOL05 - TROIS FEMMES,CASTERMAN,Union Distribution (UD),1.00,13.95
9782203018433,LEFRANC - T21 - LE CHATIMENT,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203021358,LEFRANC - REPORTAGES - LE MUR DE L'ATLANTIQUE,CASTERMAN,Union Distribution (UD),1.00,14.5
9782203022324,SKIP BEAT ! - VOL06,CASTERMAN,Union Distribution (UD),1.00,6.95
9782203022348,SKIP BEAT ! - VOL07,CASTERMAN,Union Distribution (UD),1.00,6.95
9782203022362,SKIP BEAT ! - VOL08,CASTERMAN,Union Distribution (UD),1.00,6.95
9782203022560,SKIP BEAT ! - VOL05,CASTERMAN,Union Distribution (UD),1.00,6.95
9782203025387,JHEN - T12 - LE GRAND DUC D'OCCIDENT,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203025424,ALIX - T31 - L'OMBRE DE SARAPIS,CASTERMAN,Union Distribution (UD),1.00,13.5
9782203026131,POLINA,CASTERMAN,Union Distribution (UD),1.00,20
9782203026162,MAGASIN GENERAL - VOL06 - ERNEST LATULIPPE,CASTERMAN,Union Distribution (UD),1.00,16.95
9782203026469,SKIP BEAT ! - VOL09,CASTERMAN,Union Distribution (UD),2.00,6.95
9782203028845,SKIP BEAT ! - VOL10,CASTERMAN,Union Distribution (UD),1.00,6.95
9782203030145,SKIP BEAT ! - VOL11,CASTERMAN,Union Distribution (UD),1.00,6.95
9782203030176,SKIP BEAT ! - VOL13,CASTERMAN,Union Distribution (UD),1.00,6.95
9782203030213,SKIP BEAT ! - VOL12,CASTERMAN,Union Distribution (UD),1.00,6.95
9782203031678,LE TUEUR - VOL08 - L'ORDRE NATUREL DES CHOSES,CASTERMAN,Union Distribution (UD),2.00,13.95
9782203031784,LE TUEUR - VOL09 - CONCURRENCE DELOYALE,CASTERMAN,Union Distribution (UD),2.00,13.95
9782203031791,LE TUEUR - VOL10 - LE COEUR A L'OUVRAGE,CASTERMAN,Union Distribution (UD),2.00,13.95
9782203031852,JHEN - T13 - L'OMBRE DES CATHARES,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203031883,LEFRANC - T23 - L'ETERNEL SHOGUN,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203032194,MAGASIN GENERAL - VOL07 - CHARLESTON,CASTERMAN,Union Distribution (UD),2.00,16.95
9782203034426,"LA GUERRE DES LULUS - T01 - 1914, LA MAISON DES ENFANTS TROUVES",CASTERMAN,Union Distribution (UD),3.00,14.5
9782203035942,ALIX - T30 - LA CONJURATION DE BAAL,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203038288,SKIP BEAT ! - VOL14,CASTERMAN,Union Distribution (UD),1.00,6.95
9782203041028,LA DOUCE,CASTERMAN,Union Distribution (UD),1.00,19
9782203041769,LES DERNIERS JOURS DE STEFAN ZWEIG,CASTERMAN,Union Distribution (UD),1.00,16
9782203045163,JHEN - T14 - DRACULEA,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203045187,LEFRANC - T26 - MISSION ANTARCTIQUE,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203045514,LEFRANC - T24 - L'ENFANT STALINE,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203047761,LEFRANC - REPORTAGES - LE DEBARQUEMENT,CASTERMAN,Union Distribution (UD),1.00,12.9
9782203049222,MAGASIN GENERAL - VOL08 - LES FEMMES,CASTERMAN,Union Distribution (UD),1.00,16.95
9782203052963,LE TUEUR - VOL11 - LA SUITE DANS LES IDEES,CASTERMAN,Union Distribution (UD),2.00,13.95
9782203062108,MAGASIN GENERAL - VOL09 - NOTRE-DAME-DES-LACS,CASTERMAN,Union Distribution (UD),1.00,16.5
9782203062214,LE TUEUR - VOL12 - LA MAIN QUI NOURRIT,CASTERMAN,Union Distribution (UD),2.00,13.95
9782203063976,"LA GUERRE DES LULUS - T02 - 1915, HANS",CASTERMAN,Union Distribution (UD),2.00,14.5
9782203070967,ALIX - T35 - L'OR DE SATURNE,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203074019,ALIX - T33 - BRITANNIA,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203074033,JHEN - T15 - LES PORTES DE FER,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203074767,AIRBORNE 44 - T05 - S'IL FAUT SURVIVRE,CASTERMAN,Union Distribution (UD),1.00,16
9782203075320,AIRBORNE 44 - T06 - L'HIVER AUX ARMES,CASTERMAN,Union Distribution (UD),1.00,16
9782203078321,LE TUEUR - VOL13 - LIGNE DE FUITE,CASTERMAN,Union Distribution (UD),2.00,13.95
9782203078574,LEFRANC - T25 - CUBA LIBRE,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203087729,"LA GUERRE DES LULUS - T03 - 1916, LE TAS DE BRIQUES",CASTERMAN,Union Distribution (UD),2.00,14.5
9782203090361,LEFRANC - REPORTAGES - LA CHUTE DU REICH,CASTERMAN,Union Distribution (UD),1.00,12.9
9782203090385,LA CITE DES ESCLAVES - VOL04,CASTERMAN,Union Distribution (UD),1.00,8.45
9782203090392,LA CITE DES ESCLAVES - VOL05,CASTERMAN,Union Distribution (UD),1.00,8.45
9782203093690,ALIX - T34 - PAR-DELA LE STYX,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203095502,LEFRANC - T27 - L'HOMME-OISEAU,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203098220,INDIA DREAMS - VOL10 - LE JOYAU DE LA COURONNE,CASTERMAN,Union Distribution (UD),1.00,13.95
9782203098947,LA CITE DES ESCLAVES - VOL06,CASTERMAN,Union Distribution (UD),1.00,8.45
9782203101708,LA CITE DES ESCLAVES - VOL07,CASTERMAN,Union Distribution (UD),1.00,8.45
9782203101784,LA CITE DES ESCLAVES - VOL08,CASTERMAN,Union Distribution (UD),1.00,8.45
9782203101845,LA CITE DES ESCLAVES - VOL09,CASTERMAN,Union Distribution (UD),1.00,8.45
9782203102835,"LA GUERRE DES LULUS - T04 - 1917, LA DECHIRURE",CASTERMAN,Union Distribution (UD),1.00,14.5
9782203105782,BUG - LIVRE 1,CASTERMAN,Union Distribution (UD),1.00,18
9782203106031,MA PETITE FABRIQUE A HISTOIRES,CASTERMAN,Union Distribution (UD),1.00,13.95
9782203106734,MARTINE - T13 - MARTINE AU ZOO,CASTERMAN,Union Distribution (UD),1.00,6.5
9782203106765,MARTINE - T02 - MARTINE EN VOYAGE - NE2016,CASTERMAN,Union Distribution (UD),1.00,6.5
9782203106802,MARTINE - T12 - MARTINE A LA MAISON,CASTERMAN,Union Distribution (UD),1.00,6.5
9782203106918,MARTINE - T51 - MARTINE ET LES MARMITONS,CASTERMAN,Union Distribution (UD),1.00,6.5
9782203112117,PHOOLAN DEVI - REINE DES BANDITS,CASTERMAN,Union Distribution (UD),1.00,22
9782203118096,ALIX - T36 - LE SERMENT DU GLADIATEUR,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203119871,LEFRANC - T28 - LE PRINCIPE D'HEISENBERG,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203120198,LEFRANC - REPORTAGES - LA GUERRE DU PACIFIQUE,CASTERMAN,Union Distribution (UD),2.00,12.9
9782203120709,LEFRANC - REPORTAGES - LES BATAILLES DE MOSELLE,CASTERMAN,Union Distribution (UD),2.00,12.9
9782203121577,JHEN - T16 - LA PESTE,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203121935,AILEFROIDE - ALTITUDE 3954,CASTERMAN,Union Distribution (UD),1.00,28
9782203123939,LEFRANC - T29 - LA STRATEGIE DU CHAOS,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203125445,MARTINE - T06 - MARTINE A LA FETE FORAINE,CASTERMAN,Union Distribution (UD),1.00,6.5
9782203125735,MARTINE - T20 - MARTINE JARDINE,CASTERMAN,Union Distribution (UD),1.00,6.5
9782203125742,MARTINE - T17 - MARTINE AU PARC,CASTERMAN,Union Distribution (UD),1.00,6.5
9782203126305,"LA GUERRE DES LULUS - T05 - 1918, LE DER DES DERS",CASTERMAN,Union Distribution (UD),1.00,14.5
9782203136809,TINTIN - T01 - TINTIN AU PAYS DES SOVIETS - EDITION NOIR ET BLANC COLORISEE,CASTERMAN,Union Distribution (UD),2.00,14.95
9782203136847,LA GUERRE DES LULUS - VOL01 - LA PERSPECTIVE LUIGI 1/2,CASTERMAN,Union Distribution (UD),1.00,14.5
9782203136939,LA GUERRE DES LULUS - VOL02 - LA PERSPECTIVE LUIGI 2/2,CASTERMAN,Union Distribution (UD),1.00,14.5
9782203142497,LA GRENOUILLE QUI AVAIT UNE GRANDE BOUCHE,CASTERMAN,Union Distribution (UD),1.00,14.95
9782203148888,LE CHATEAU DES ANIMAUX - T01 - MISS BENGALORE,CASTERMAN,Union Distribution (UD),4.00,16.95
9782203148956,JHEN - T17 - LE PROCES DE GILLES DE RAIS,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203149755,LE TUEUR - AFFAIRES D'ETAT - VOL02 - CIRCUIT COURT,CASTERMAN,Union Distribution (UD),2.00,12.95
9782203149793,LES POMPIERS,CASTERMAN,Union Distribution (UD),2.00,15.9
9782203152373,NEGALYOD - VOL01,CASTERMAN,Union Distribution (UD),1.00,25
9782203153738,IL FALLAIT QUE JE VOUS LE DISE,CASTERMAN,Union Distribution (UD),1.00,24
9782203153776,REPERES - VOL01 - 2000 DESSINS POUR COMPRENDRE LE MONDE,CASTERMAN,Union Distribution (UD),1.00,15
9782203155282,LEFRANC - REPORTAGES - LA CONQUETE DE L'ESPACE,CASTERMAN,Union Distribution (UD),1.00,12.9
9782203156791,MON IMAGIER DU BAIN - PETITE TORTUE ET SES AMIS,CASTERMAN,Union Distribution (UD),1.00,12.9
9782203157200,LE JARDIN DE JACO,CASTERMAN,Union Distribution (UD),1.00,13.95
9782203161702,VORO - VOL01 - LE SECRET DES TROIS ROIS - PREMIERE PARTIE,CASTERMAN,Union Distribution (UD),1.00,12
9782203161849,ALIX - T37 - VENI VIDI VICI,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203163614,BUG - LIVRE 2,CASTERMAN,Union Distribution (UD),1.00,18
9782203166608,LEFRANC - T30 - LUNE ROUGE,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203166615,LEFRANC - T31 - LA RANCON,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203166622,ALIX - T38 - LES HELVETES,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203171473,ULYSSE & CYRANO,CASTERMAN,Union Distribution (UD),8.00,34.9
9782203172005,NOS HERITAGES - UNE HISTOIRE DE NOS REVOLUTIONS RACONTEE A MON FILS,CASTERMAN,Union Distribution (UD),1.00,24
9782203172500,LE CHATEAU DES ANIMAUX - T02 - LES MARGUERITES DE L'HIVER,CASTERMAN,Union Distribution (UD),3.00,16.95
9782203172609,JHEN - T18 - LE CONQUERANT,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203186071,ERNEST ET CELESTINE - UNE CHANSON - EDITION SOUPLE,CASTERMAN,Union Distribution (UD),1.00,5.95
9782203190832,NESTOR BURMA - T13 - LES RATS DE MONTSOURIS,CASTERMAN,Union Distribution (UD),1.00,16
9782203191143,LE TUEUR - AFFAIRES D'ETAT - VOL01 - TRAITEMENT NEGATIF,CASTERMAN,Union Distribution (UD),2.00,12.95
9782203192188,CHERUB - T01 - MISSION 1 : 100 JOURS EN ENFER,CASTERMAN,Union Distribution (UD),4.00,7.95
9782203192195,CHERUB - T02 - CHERUB - MISSION 2 : TRAFIC,CASTERMAN,Union Distribution (UD),1.00,7.95
9782203192577,MARTINE - MARTINE MONTE A CHEVAL,CASTERMAN,Union Distribution (UD),1.00,10.9
9782203192744,CHERUB - T03 - CHERUB - MISSION 3 : ARIZONA MAX,CASTERMAN,Union Distribution (UD),6.00,7.95
9782203192751,CHERUB - T04 - CHERUB - MISSION 4 : CHUTE LIBRE,CASTERMAN,Union Distribution (UD),4.00,7.95
9782203192768,CHERUB - T05 - CHERUB - MISSION 5 : LES SURVIVANTS,CASTERMAN,Union Distribution (UD),1.00,7.95
9782203192775,CHERUB - T06 - CHERUB - MISSION 6 : SANG POUR SANG,CASTERMAN,Union Distribution (UD),1.00,7.95
9782203192799,CHERUB - T08 - CHERUB - MISSION 8 : MAD DOGS,CASTERMAN,Union Distribution (UD),2.00,7.95
9782203192805,CHERUB - T08 - CHERUB - MISSION 8 1/2 : SOLEIL NOIR,CASTERMAN,Union Distribution (UD),2.00,4.5
9782203192812,CHERUB - T09 - CHERUB - MISSION 9 : CRASH,CASTERMAN,Union Distribution (UD),1.00,7.95
9782203192829,CHERUB - T10 - CHERUB - MISSION 10 : LE GRAND JEU,CASTERMAN,Union Distribution (UD),1.00,7.95
9782203192836,CHERUB - T11 - CHERUB - MISSION 11 : VANDALES,CASTERMAN,Union Distribution (UD),1.00,7.95
9782203196773,LE LOUP,CASTERMAN,Union Distribution (UD),1.00,18
9782203196780,ALIX - T39 - LE DIEU SANS NOM,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203198340,JHEN - T19 - JEANNE DES ARMOISES,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203202788,NEGALYOD - VOL02,CASTERMAN,Union Distribution (UD),1.00,25
9782203202931,ION MUD,CASTERMAN,Union Distribution (UD),1.00,25
9782203202948,VORO - VOL06 - L'ARMEE DE LA PIERRE DE FEU - TROISIEME PARTIE,CASTERMAN,Union Distribution (UD),1.00,12
9782203202993,LEFRANC - T32 - LES JUGES INTEGRES,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203203198,LES ANNEES DOUCES - INTEGRALE,CASTERMAN,Union Distribution (UD),1.00,24.95
9782203207400,CHERUB - T16 - CHERUB - MISSION 16 : HORS-LA-LOI,CASTERMAN,Union Distribution (UD),2.00,7.95
9782203207417,CHERUB - T17 - CHERUB - MISSION 17 : COMMANDO ADAMS,CASTERMAN,Union Distribution (UD),1.00,7.5
9782203207998,LES ROYAUMES SAUVAGES - VOL01 - APPRENTI MALGRE LUI,CASTERMAN,Union Distribution (UD),1.00,14.95
9782203208094,ERNEST ET CELESTINE - LE CONCOURS DE BONNE HUMEUR - LIVRE THEATRE,CASTERMAN,Union Distribution (UD),1.00,15.95
9782203208353,LA DERNIERE REINE,CASTERMAN,Union Distribution (UD),4.00,30
9782203208377,NOS POILS - MON ANNEE D'EXPLORATION DU POIL FEMININ,CASTERMAN,Union Distribution (UD),1.00,22
9782203208872,CHEESE,CASTERMAN,Union Distribution (UD),1.00,23
9782203211445,AIRBORNE 44 - T09 - BLACK BOYS,CASTERMAN,Union Distribution (UD),1.00,16
9782203211896,LA QUETE DU RENARD BLANC - VOL01 - LA PIERRE MYSTERIEUSE,CASTERMAN,Union Distribution (UD),1.00,12.9
9782203215788,REPERES - VOL02 - 2000 NOUVEAUX DESSINS POUR COMPRENDRE LE MONDE,CASTERMAN,Union Distribution (UD),1.00,15
9782203216563,KAAMELOTT - T10 - KARADOC ET L'ICOSAEDRE,CASTERMAN,Union Distribution (UD),1.00,15.5
9782203219120,MON DE A HISTOIRES,CASTERMAN,Union Distribution (UD),7.00,14.9
9782203221765,ALIX - T40 - L'OEIL DU MINOTAURE,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203222526,MEURTRE MODE D'EMPLOI - VOL02 - DISPARITION INQUIETANTE,CASTERMAN,Union Distribution (UD),2.00,17.95
9782203222779,LA GUERRE DES LULUS - T08 - LUCE,CASTERMAN,Union Distribution (UD),1.00,14.5
9782203222953,LE CHATEAU DES ANIMAUX - T03 - LA NUIT DES JUSTES,CASTERMAN,Union Distribution (UD),3.00,16.95
9782203223073,LE VIEIL HOMME ET SON CHAT - VOL06 - MARCHENT A PAS DE VELOURS,CASTERMAN,Union Distribution (UD),1.00,15
9782203223370,LE TUEUR - AFFAIRES D'ETAT - VOL03 - VARIABLE D'AJUSTEMENT,CASTERMAN,Union Distribution (UD),2.00,12.95
9782203223615,L'ANNEE OU JE SUIS DEVENUE ADO,CASTERMAN,Union Distribution (UD),2.00,16.95
9782203223653,LEFRANC - T33 - LE SCANDALE ARES,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203224278,LA GUERRE DES LULUS - T09 - LUCAS,CASTERMAN,Union Distribution (UD),1.00,14.5
9782203225893,LES GORILLES DU GENERAL - VOL01 - SEPTEMBRE 59,CASTERMAN,Union Distribution (UD),39.00,21.95
9782203228603,LEFRANC - T34 - LA ROUTE DE LOS ANGELES,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203229778,BRUXELLES - UN REVE CAPITAL,CASTERMAN,Union Distribution (UD),1.00,29
9782203231849,LE TUEUR - AFFAIRES D'ETAT - VOL04 - FRERES HUMAINS,CASTERMAN,Union Distribution (UD),2.00,12.95
9782203232297,JOSEPHINE BAKER - NOUVELLE EDITION,CASTERMAN,Union Distribution (UD),1.00,30
9782203232785,ALIX - T42 - LE BOUCLIER D'ACHILLE,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203235502,109 RUE DES SOUPIRS - T04 - FANTOMES AU TABLEAU !,CASTERMAN,Union Distribution (UD),1.00,11.9
9782203235533,HISTOIRE DE FRANCE AU FEMININ,CASTERMAN,Union Distribution (UD),1.00,17.95
9782203235632,JE NE VEUX PLUS ETRE UN LOUP !,CASTERMAN,Union Distribution (UD),1.00,14.9
9782203236646,MA MATRIOCHKA,CASTERMAN,Union Distribution (UD),2.00,11.9
9782203237063,CASTERMINOUCHE - CE PAPA QUI T'AIME INFINIMENT - PETITS ALBUMS SOUPLES,CASTERMAN,Union Distribution (UD),2.00,5.95
9782203237186,RECUEIL MARTINE - MES JOLIES HISTOIRES - NOUVELLE EDITION,CASTERMAN,Union Distribution (UD),1.00,10.9
9782203237377,ERNEST ET CELESTINE - LA CABANE - NOUVELLE EDITION CARTONNEE,CASTERMAN,Union Distribution (UD),1.00,11.95
9782203237575,AIRBORNE 44 - T10 - WILD MEN,CASTERMAN,Union Distribution (UD),1.00,16
9782203237612,LES GORILLES DU GENERAL - VOL01 - SEPTEMBRE 59 - EDITION LUXE,CASTERMAN,Union Distribution (UD),11.00,44.95
9782203237827,LES PAPILLONS NE MEURENT PAS DE VIEILLESSE,CASTERMAN,Union Distribution (UD),7.00,24
9782203241541,LEFRANC - T35 - BOMBES H SUR ALMERIA,CASTERMAN,Union Distribution (UD),2.00,13.5
9782203241558,LEFRANC - REPORTAGES - LES VOITURES DE LEFRANC,CASTERMAN,Union Distribution (UD),1.00,25
9782203242074,PETITES CACHETTES - MA NUIT,CASTERMAN,Union Distribution (UD),1.00,10.9
9782203243897,ECLORE,CASTERMAN,Union Distribution (UD),4.00,27
9782203244542,ALIX - T41 - LA REINE DES AMAZONES,CASTERMAN,Union Distribution (UD),2.00,13.5
